event,time,tdcid,chnlid,tdcid_bits,channel_bits,time_bits
50,54076,3,2,0011,00010,01101001100111100
57,54077,3,9,0011,01001,01101001100111101
49,54172,3,1,0011,00001,01101001110011100
67,54265,3,19,0011,10011,01101001111111001
32,54297,2,8,0010,01000,01101010000011001
39,54406,2,15,0010,01111,01101010010000110
64,54423,3,16,0011,10000,01101010010010111
125,54447,6,5,0110,00101,01101010010101111
117,54484,5,21,0101,10101,01101010011010100
118,54526,5,22,0101,10110,01101010011111110
54,54599,3,6,0011,00110,01101010101000111
46,54638,2,22,0010,10110,01101010101101110
142,54659,6,22,0110,10110,01101010110000011
111,54763,5,15,0101,01111,01101010111101011
49,54765,3,1,0011,00001,01101010111101101
108,54779,5,12,0101,01100,01101010111111011
138,54867,6,18,0110,10010,01101011001010011
136,54882,6,16,0110,10000,01101011001100010
21,54887,1,21,0001,10101,01101011001100111
34,55157,2,10,0010,01010,01101011101110101
91,55166,4,19,0100,10011,01101011101111110
72,55218,4,0,0100,00000,01101011110110010
117,55220,5,21,0101,10101,01101011110110100
100,55284,5,4,0101,00100,01101011111110100
134,55302,6,14,0110,01110,01101100000000110
29,55436,2,5,0010,00101,01101100010001100
34,55474,2,10,0010,01010,01101100010110010
85,55479,4,13,0100,01101,01101100010110111
62,55611,3,14,0011,01110,01101100100111011
4,55612,1,4,0001,00100,01101100100111100
8,55701,1,8,0001,01000,01101100110010101
130,55809,6,10,0110,01010,01101101000000001
120,55854,6,0,0110,00000,01101101000101110
63,55902,3,15,0011,01111,01101101001011110
19,56041,1,19,0001,10011,01101101011101001
131,56136,6,11,0110,01011,01101101101001000
58,56139,3,10,0011,01010,01101101101001011
124,56167,6,4,0110,00100,01101101101100111
140,56212,6,20,0110,10100,01101101110010100
20,56212,1,20,0001,10100,01101101110010100
84,56231,4,12,0100,01100,01101101110100111
23,56249,1,23,0001,10111,01101101110111001
86,56304,4,14,0100,01110,01101101111110000
116,56382,5,20,0101,10100,01101110000111110
30,56410,2,6,0010,00110,01101110001011010
73,56463,4,1,0100,00001,01101110010001111
55,56466,3,7,0011,00111,01101110010010010
46,56467,2,22,0010,10110,01101110010010011
46,56474,2,22,0010,10110,01101110010011010
127,56504,6,7,0110,00111,01101110010111000
1,56514,1,1,0001,00001,01101110011000010
9,56528,1,9,0001,01001,01101110011010000
45,56534,2,21,0010,10101,01101110011010110
137,56579,6,17,0110,10001,01101110100000011
142,56624,6,22,0110,10110,01101110100110000
121,56637,6,1,0110,00001,01101110100111101
31,56686,2,7,0010,00111,01101110101101110
37,56872,2,13,0010,01101,01101111000101000
50,56878,3,2,0011,00010,01101111000101110
72,56997,4,0,0100,00000,01101111010100101
111,57012,5,15,0101,01111,01101111010110100
38,57102,2,14,0010,01110,01101111100001110
121,57163,6,1,0110,00001,01101111101001011
11,57185,1,11,0001,01011,01101111101100001
3,57237,1,3,0001,00011,01101111110010101
94,57268,4,22,0100,10110,01101111110110100
126,57271,6,6,0110,00110,01101111110110111
80,57282,4,8,0100,01000,01101111111000010
72,57374,4,0,0100,00000,01110000000011110
23,57464,1,23,0001,10111,01110000001111000
13,57550,1,13,0001,01101,01110000011001110
127,57584,6,7,0110,00111,01110000011110000
121,57710,6,1,0110,00001,01110000101101110
118,57786,5,22,0101,10110,01110000110111010
18,57845,1,18,0001,10010,01110000111110101
131,57867,6,11,0110,01011,01110001000001011
90,57957,4,18,0100,10010,01110001001100101
92,58002,4,20,0100,10100,01110001010010010
83,58022,4,11,0100,01011,01110001010100110
141,58048,6,21,0110,10101,01110001011000000
140,58068,6,20,0110,10100,01110001011010100
134,58211,6,14,0110,01110,01110001101100011
138,58234,6,18,0110,10010,01110001101111010
30,58258,2,6,0010,00110,01110001110010010
20,58330,1,20,0001,10100,01110001111011010
103,58342,5,7,0101,00111,01110001111100110
101,58348,5,5,0101,00101,01110001111101100
28,58409,2,4,0010,00100,01110010000101001
23,58409,1,23,0001,10111,01110010000101001
50,58438,3,2,0011,00010,01110010001000110
130,58453,6,10,0110,01010,01110010001010101
102,58476,5,6,0101,00110,01110010001101100
27,58503,2,3,0010,00011,01110010010000111
86,58586,4,14,0100,01110,01110010011011010
121,58593,6,1,0110,00001,01110010011100001
69,58603,3,21,0011,10101,01110010011101011
39,58683,2,15,0010,01111,01110010100111011
32,58706,2,8,0010,01000,01110010101010010
15,58728,1,15,0001,01111,01110010101101000
33,58782,2,9,0010,01001,01110010110011110
136,58827,6,16,0110,10000,01110010111001011
79,58897,4,7,0100,00111,01110011000010001
45,58906,2,21,0010,10101,01110011000011010
10,59014,1,10,0001,01010,01110011010000110
36,59084,2,12,0010,01100,01110011011001100
90,59124,4,18,0100,10010,01110011011110100
2,59149,1,2,0001,00010,01110011100001101
131,59160,6,11,0110,01011,01110011100011000
140,59350,6,20,0110,10100,01110011111010110
70,59351,3,22,0011,10110,01110011111010111
17,59353,1,17,0001,10001,01110011111011001
33,59374,2,9,0010,01001,01110011111101110
129,59432,6,9,0110,01001,01110100000101000
44,59630,2,20,0010,10100,01110100011101110
136,59706,6,16,0110,10000,01110100100111010
57,59736,3,9,0011,01001,01110100101011000
44,59763,2,20,0010,10100,01110100101110011
62,59889,3,14,0011,01110,01110100111110001
83,59894,4,11,0100,01011,01110100111110110
73,59962,4,1,0100,00001,01110101000111010
82,59971,4,10,0100,01010,01110101001000011
125,59995,6,5,0110,00101,01110101001011011
69,60052,3,21,0011,10101,01110101010010100
3,60086,1,3,0001,00011,01110101010110110
17,60091,1,17,0001,10001,01110101010111011
60,60165,3,12,0011,01100,01110101100000101
112,60166,5,16,0101,10000,01110101100000110
60,60183,3,12,0011,01100,01110101100010111
33,60186,2,9,0010,01001,01110101100011010
42,60282,2,18,0010,10010,01110101101111010
44,60364,2,20,0010,10100,01110101111001100
37,60377,2,13,0010,01101,01110101111011001
85,60384,4,13,0100,01101,01110101111100000
23,60387,1,23,0001,10111,01110101111100011
77,60436,4,5,0100,00101,01110110000010100
112,60444,5,16,0101,10000,01110110000011100
10,60498,1,10,0001,01010,01110110001010010
11,60541,1,11,0001,01011,01110110001111101
35,60561,2,11,0010,01011,01110110010010001
0,60661,1,0,0001,00000,01110110011110101
88,60768,4,16,0100,10000,01110110101100000
126,60781,6,6,0110,00110,01110110101101101
0,60821,1,0,0001,00000,01110110110010101
40,60841,2,16,0010,10000,01110110110101001
96,60852,5,0,0101,00000,01110110110110100
18,60893,1,18,0001,10010,01110110111011101
32,60949,2,8,0010,01000,01110111000010101
142,61030,6,22,0110,10110,01110111001100110
117,61046,5,21,0101,10101,01110111001110110
65,61061,3,17,0011,10001,01110111010000101
49,61268,3,1,0011,00001,01110111101010100
86,61313,4,14,0100,01110,01110111110000001
46,61317,2,22,0010,10110,01110111110000101
120,61331,6,0,0110,00000,01110111110010011
125,61391,6,5,0110,00101,01110111111001111
134,61403,6,14,0110,01110,01110111111011011
26,61433,2,2,0010,00010,01110111111111001
40,61451,2,16,0010,10000,01111000000001011
20,61540,1,20,0001,10100,01111000001100100
87,61544,4,15,0100,01111,01111000001101000
64,61576,3,16,0011,10000,01111000010001000
101,61619,5,5,0101,00101,01111000010110011
32,61620,2,8,0010,01000,01111000010110100
117,61627,5,21,0101,10101,01111000010111011
70,61655,3,22,0011,10110,01111000011010111
117,61671,5,21,0101,10101,01111000011100111
32,61701,2,8,0010,01000,01111000100000101
62,61756,3,14,0011,01110,01111000100111100
12,61791,1,12,0001,01100,01111000101011111
83,61817,4,11,0100,01011,01111000101111001
43,61845,2,19,0010,10011,01111000110010101
121,61850,6,1,0110,00001,01111000110011010
46,61932,2,22,0010,10110,01111000111101100
11,61936,1,11,0001,01011,01111000111110000
135,61963,6,15,0110,01111,01111001000001011
128,61971,6,8,0110,01000,01111001000010011
55,61996,3,7,0011,00111,01111001000101100
131,62028,6,11,0110,01011,01111001001001100
136,62045,6,16,0110,10000,01111001001011101
4,62051,1,4,0001,00100,01111001001100011
53,62070,3,5,0011,00101,01111001001110110
54,62147,3,6,0011,00110,01111001011000011
35,62151,2,11,0010,01011,01111001011000111
54,62158,3,6,0011,00110,01111001011001110
11,62271,1,11,0001,01011,01111001100111111
100,62292,5,4,0101,00100,01111001101010100
81,62424,4,9,0100,01001,01111001111011000
38,62438,2,14,0010,01110,01111001111100110
85,62460,4,13,0100,01101,01111001111111100
34,62519,2,10,0010,01010,01111010000110111
140,62717,6,20,0110,10100,01111010011111101
34,62796,2,10,0010,01010,01111010101001100
52,62832,3,4,0011,00100,01111010101110000
143,62847,6,23,0110,10111,01111010101111111
115,62889,5,19,0101,10011,01111010110101001
7,62943,1,7,0001,00111,01111010111011111
16,63020,1,16,0001,10000,01111011000101100
45,63053,2,21,0010,10101,01111011001001101
101,63065,5,5,0101,00101,01111011001011001
16,63066,1,16,0001,10000,01111011001011010
118,63152,5,22,0101,10110,01111011010110000
41,63159,2,17,0010,10001,01111011010110111
59,63170,3,11,0011,01011,01111011011000010
20,63172,1,20,0001,10100,01111011011000100
36,63207,2,12,0010,01100,01111011011100111
80,63351,4,8,0100,01000,01111011101110111
28,63375,2,4,0010,00100,01111011110001111
7,63375,1,7,0001,00111,01111011110001111
92,63417,4,20,0100,10100,01111011110111001
119,63605,5,23,0101,10111,01111100001110101
43,63718,2,19,0010,10011,01111100011100110
104,63771,5,8,0101,01000,01111100100011011
137,63816,6,17,0110,10001,01111100101001000
4,63978,1,4,0001,00100,01111100111101010
64,64010,3,16,0011,10000,01111101000001010
110,64089,5,14,0101,01110,01111101001011001
143,64198,6,23,0110,10111,01111101011000110
105,64270,5,9,0101,01001,01111101100001110
48,64354,3,0,0011,00000,01111101101100010
77,64450,4,5,0100,00101,01111101111000010
128,64514,6,8,0110,01000,01111110000000010
135,64527,6,15,0110,01111,01111110000001111
109,64531,5,13,0101,01101,01111110000010011
2,64558,1,2,0001,00010,01111110000101110
21,64562,1,21,0001,10101,01111110000110010
16,64584,1,16,0001,10000,01111110001001000
93,64641,4,21,0100,10101,01111110010000001
36,64687,2,12,0010,01100,01111110010101111
114,64749,5,18,0101,10010,01111110011101101
42,64812,2,18,0010,10010,01111110100101100
42,64881,2,18,0010,10010,01111110101110001
97,64883,5,1,0101,00001,01111110101110011
82,64947,4,10,0100,01010,01111110110110011
23,64951,1,23,0001,10111,01111110110110111
65,65000,3,17,0011,10001,01111110111101000
120,65000,6,0,0110,00000,01111110111101000
97,65004,5,1,0101,00001,01111110111101100
42,65105,2,18,0010,10010,01111111001010001
11,65229,1,11,0001,01011,01111111011001101
15,65230,1,15,0001,01111,01111111011001110
116,65246,5,20,0101,10100,01111111011011110
98,65271,5,2,0101,00010,01111111011110111
132,65350,6,12,0110,01100,01111111101000110
3,65416,1,3,0001,00011,01111111110001000
7,65460,1,7,0001,00111,01111111110110100
56,65461,3,8,0011,01000,01111111110110101
111,65470,5,15,0101,01111,01111111110111110
20,65672,1,20,0001,10100,10000000010001000
28,65729,2,4,0010,00100,10000000011000001
96,65740,5,0,0101,00000,10000000011001100
97,65780,5,1,0101,00001,10000000011110100
108,65794,5,12,0101,01100,10000000100000010
48,65877,3,0,0011,00000,10000000101010101
107,65951,5,11,0101,01011,10000000110011111
126,66013,6,6,0110,00110,10000000111011101
89,66020,4,17,0100,10001,10000000111100100
118,66062,5,22,0101,10110,10000001000001110
70,66088,3,22,0011,10110,10000001000101000
21,66090,1,21,0001,10101,10000001000101010
42,66113,2,18,0010,10010,10000001001000001
13,66131,1,13,0001,01101,10000001001010011
128,66150,6,8,0110,01000,10000001001100110
2,66170,1,2,0001,00010,10000001001111010
71,66280,3,23,0011,10111,10000001011101000
71,66314,3,23,0011,10111,10000001100001010
131,66385,6,11,0110,01011,10000001101010001
72,66393,4,0,0100,00000,10000001101011001
122,66429,6,2,0110,00010,10000001101111101
25,66446,2,1,0010,00001,10000001110001110
122,66506,6,2,0110,00010,10000001111001010
137,66559,6,17,0110,10001,10000001111111111
4,66565,1,4,0001,00100,10000010000000101
23,66615,1,23,0001,10111,10000010000110111
22,66621,1,22,0001,10110,10000010000111101
0,66656,1,0,0001,00000,10000010001100000
6,66713,1,6,0001,00110,10000010010011001
108,66817,5,12,0101,01100,10000010100000001
18,66879,1,18,0001,10010,10000010100111111
72,66953,4,0,0100,00000,10000010110001001
138,67038,6,18,0110,10010,10000010111011110
62,67040,3,14,0011,01110,10000010111100000
90,67048,4,18,0100,10010,10000010111101000
19,67062,1,19,0001,10011,10000010111110110
104,67067,5,8,0101,01000,10000010111111011
109,67124,5,13,0101,01101,10000011000110100
18,67326,1,18,0001,10010,10000011011111110
87,67328,4,15,0100,01111,10000011100000000
113,67380,5,17,0101,10001,10000011100110100
18,67395,1,18,0001,10010,10000011101000011
56,67471,3,8,0011,01000,10000011110001111
93,67481,4,21,0100,10101,10000011110011001
115,67518,5,19,0101,10011,10000011110111110
19,67546,1,19,0001,10011,10000011111011010
35,67559,2,11,0010,01011,10000011111100111
125,67663,6,5,0110,00101,10000100001001111
15,67676,1,15,0001,01111,10000100001011100
95,67693,4,23,0100,10111,10000100001101101
105,67811,5,9,0101,01001,10000100011100011
40,67851,2,16,0010,10000,10000100100001011
9,67856,1,9,0001,01001,10000100100010000
89,67877,4,17,0100,10001,10000100100100101
140,67911,6,20,0110,10100,10000100101000111
143,67980,6,23,0110,10111,10000100110001100
137,68024,6,17,0110,10001,10000100110111000
58,68044,3,10,0011,01010,10000100111001100
89,68047,4,17,0100,10001,10000100111001111
13,68071,1,13,0001,01101,10000100111100111
19,68098,1,19,0001,10011,10000101000000010
88,68165,4,16,0100,10000,10000101001000101
111,68311,5,15,0101,01111,10000101011010111
22,68371,1,22,0001,10110,10000101100010011
56,68403,3,8,0011,01000,10000101100110011
44,68421,2,20,0010,10100,10000101101000101
115,68434,5,19,0101,10011,10000101101010010
56,68506,3,8,0011,01000,10000101110011010
77,68514,4,5,0100,00101,10000101110100010
46,68520,2,22,0010,10110,10000101110101000
137,68608,6,17,0110,10001,10000110000000000
141,68621,6,21,0110,10101,10000110000001101
98,68698,5,2,0101,00010,10000110001011010
104,68715,5,8,0101,01000,10000110001101011
98,68726,5,2,0101,00010,10000110001110110
49,68736,3,1,0011,00001,10000110010000000
102,68794,5,6,0101,00110,10000110010111010
114,68819,5,18,0101,10010,10000110011010011
47,68880,2,23,0010,10111,10000110100010000
118,68896,5,22,0101,10110,10000110100100000
117,68908,5,21,0101,10101,10000110100101100
54,68908,3,6,0011,00110,10000110100101100
141,68920,6,21,0110,10101,10000110100111000
89,68920,4,17,0100,10001,10000110100111000
81,68955,4,9,0100,01001,10000110101011011
85,68968,4,13,0100,01101,10000110101101000
28,69002,2,4,0010,00100,10000110110001010
36,69016,2,12,0010,01100,10000110110011000
5,69021,1,5,0001,00101,10000110110011101
136,69022,6,16,0110,10000,10000110110011110
43,69023,2,19,0010,10011,10000110110011111
35,69112,2,11,0010,01011,10000110111111000
59,69231,3,11,0011,01011,10000111001101111
67,69288,3,19,0011,10011,10000111010101000
29,69324,2,5,0010,00101,10000111011001100
6,69342,1,6,0001,00110,10000111011011110
125,69356,6,5,0110,00101,10000111011101100
13,69372,1,13,0001,01101,10000111011111100
100,69433,5,4,0101,00100,10000111100111001
93,69505,4,21,0100,10101,10000111110000001
47,69554,2,23,0010,10111,10000111110110010
70,69558,3,22,0011,10110,10000111110110110
32,69581,2,8,0010,01000,10000111111001101
94,69614,4,22,0100,10110,10000111111101110
32,69616,2,8,0010,01000,10000111111110000
73,69638,4,1,0100,00001,10001000000000110
95,69653,4,23,0100,10111,10001000000010101
36,69722,2,12,0010,01100,10001000001011010
11,69799,1,11,0001,01011,10001000010100111
23,69830,1,23,0001,10111,10001000011000110
115,69833,5,19,0101,10011,10001000011001001
108,69948,5,12,0101,01100,10001000100111100
67,69989,3,19,0011,10011,10001000101100101
8,70015,1,8,0001,01000,10001000101111111
87,70038,4,15,0100,01111,10001000110010110
143,70066,6,23,0110,10111,10001000110110010
90,70177,4,18,0100,10010,10001001000100001
108,70222,5,12,0101,01100,10001001001001110
18,70295,1,18,0001,10010,10001001010010111
12,70369,1,12,0001,01100,10001001011100001
95,70397,4,23,0100,10111,10001001011111101
62,70417,3,14,0011,01110,10001001100010001
33,70448,2,9,0010,01001,10001001100110000
24,70450,2,0,0010,00000,10001001100110010
22,70464,1,22,0001,10110,10001001101000000
37,70495,2,13,0010,01101,10001001101011111
30,70558,2,6,0010,00110,10001001110011110
21,70649,1,21,0001,10101,10001001111111001
135,70664,6,15,0110,01111,10001010000001000
35,70755,2,11,0010,01011,10001010001100011
113,70788,5,17,0101,10001,10001010010000100
89,70837,4,17,0100,10001,10001010010110101
12,70847,1,12,0001,01100,10001010010111111
68,70850,3,20,0011,10100,10001010011000010
87,70926,4,15,0100,01111,10001010100001110
33,70955,2,9,0010,01001,10001010100101011
100,70960,5,4,0101,00100,10001010100110000
36,70963,2,12,0010,01100,10001010100110011
95,70991,4,23,0100,10111,10001010101001111
20,71013,1,20,0001,10100,10001010101100101
31,71056,2,7,0010,00111,10001010110010000
26,71126,2,2,0010,00010,10001010111010110
78,71140,4,6,0100,00110,10001010111100100
132,71182,6,12,0110,01100,10001011000001110
77,71199,4,5,0100,00101,10001011000011111
53,71249,3,5,0011,00101,10001011001010001
19,71288,1,19,0001,10011,10001011001111000
33,71432,2,9,0010,01001,10001011100001000
82,71432,4,10,0100,01010,10001011100001000
107,71556,5,11,0101,01011,10001011110000100
50,71557,3,2,0011,00010,10001011110000101
110,71629,5,14,0101,01110,10001011111001101
58,71679,3,10,0011,01010,10001011111111111
103,71697,5,7,0101,00111,10001100000010001
140,71705,6,20,0110,10100,10001100000011001
108,71786,5,12,0101,01100,10001100001101010
131,71914,6,11,0110,01011,10001100011101010
60,71973,3,12,0011,01100,10001100100100101
35,71995,2,11,0010,01011,10001100100111011
127,72015,6,7,0110,00111,10001100101001111
74,72016,4,2,0100,00010,10001100101010000
53,72040,3,5,0011,00101,10001100101101000
28,72085,2,4,0010,00100,10001100110010101
21,72106,1,21,0001,10101,10001100110101010
58,72112,3,10,0011,01010,10001100110110000
3,72207,1,3,0001,00011,10001101000001111
93,72218,4,21,0100,10101,10001101000011010
34,72271,2,10,0010,01010,10001101001001111
1,72334,1,1,0001,00001,10001101010001110
59,72380,3,11,0011,01011,10001101010111100
135,72410,6,15,0110,01111,10001101011011010
72,72425,4,0,0100,00000,10001101011101001
135,72434,6,15,0110,01111,10001101011110010
59,72444,3,11,0011,01011,10001101011111100
89,72472,4,17,0100,10001,10001101100011000
119,72481,5,23,0101,10111,10001101100100001
85,72518,4,13,0100,01101,10001101101000110
85,72552,4,13,0100,01101,10001101101101000
0,72611,1,0,0001,00000,10001101110100011
48,72615,3,0,0011,00000,10001101110100111
45,72619,2,21,0010,10101,10001101110101011
117,72640,5,21,0101,10101,10001101111000000
124,72679,6,4,0110,00100,10001101111100111
125,72694,6,5,0110,00101,10001101111110110
50,72729,3,2,0011,00010,10001110000011001
21,72738,1,21,0001,10101,10001110000100010
101,72742,5,5,0101,00101,10001110000100110
56,72790,3,8,0011,01000,10001110001010110
91,72836,4,19,0100,10011,10001110010000100
119,72870,5,23,0101,10111,10001110010100110
3,72942,1,3,0001,00011,10001110011101110
128,72979,6,8,0110,01000,10001110100010011
2,72993,1,2,0001,00010,10001110100100001
132,73211,6,12,0110,01100,10001110111111011
99,73282,5,3,0101,00011,10001111001000010
57,73292,3,9,0011,01001,10001111001001100
12,73406,1,12,0001,01100,10001111010111110
93,73425,4,21,0100,10101,10001111011010001
75,73429,4,3,0100,00011,10001111011010101
10,73442,1,10,0001,01010,10001111011100010
21,73445,1,21,0001,10101,10001111011100101
106,73454,5,10,0101,01010,10001111011101110
138,73456,6,18,0110,10010,10001111011110000
137,73496,6,17,0110,10001,10001111100011000
83,73529,4,11,0100,01011,10001111100111001
59,73569,3,11,0011,01011,10001111101100001
37,73623,2,13,0010,01101,10001111110010111
128,73638,6,8,0110,01000,10001111110100110
72,73645,4,0,0100,00000,10001111110101101
47,73649,2,23,0010,10111,10001111110110001
111,73651,5,15,0101,01111,10001111110110011
68,73811,3,20,0011,10100,10010000001010011
138,73895,6,18,0110,10010,10010000010100111
3,73979,1,3,0001,00011,10010000011111011
3,74045,1,3,0001,00011,10010000100111101
65,74055,3,17,0011,10001,10010000101000111
108,74080,5,12,0101,01100,10010000101100000
70,74120,3,22,0011,10110,10010000110001000
78,74147,4,6,0100,00110,10010000110100011
97,74309,5,1,0101,00001,10010001001000101
91,74353,4,19,0100,10011,10010001001110001
21,74426,1,21,0001,10101,10010001010111010
73,74531,4,1,0100,00001,10010001100100011
103,74678,5,7,0101,00111,10010001110110110
2,74779,1,2,0001,00010,10010010000011011
46,74806,2,22,0010,10110,10010010000110110
116,74957,5,20,0101,10100,10010010011001101
67,74957,3,19,0011,10011,10010010011001101
96,75002,5,0,0101,00000,10010010011111010
131,75077,6,11,0110,01011,10010010101000101
81,75173,4,9,0100,01001,10010010110100101
75,75201,4,3,0100,00011,10010010111000001
91,75244,4,19,0100,10011,10010010111101100
4,75290,1,4,0001,00100,10010011000011010
26,75336,2,2,0010,00010,10010011001001000
57,75345,3,9,0011,01001,10010011001010001
5,75364,1,5,0001,00101,10010011001100100
14,75366,1,14,0001,01110,10010011001100110
41,75386,2,17,0010,10001,10010011001111010
123,75398,6,3,0110,00011,10010011010000110
36,75436,2,12,0010,01100,10010011010101100
61,75438,3,13,0011,01101,10010011010101110
132,75442,6,12,0110,01100,10010011010110010
143,75506,6,23,0110,10111,10010011011110010
91,75552,4,19,0100,10011,10010011100100000
20,75574,1,20,0001,10100,10010011100110110
135,75575,6,15,0110,01111,10010011100110111
14,75626,1,14,0001,01110,10010011101101010
37,75738,2,13,0010,01101,10010011111011010
91,75744,4,19,0100,10011,10010011111100000
89,75754,4,17,0100,10001,10010011111101010
132,75789,6,12,0110,01100,10010100000001101
95,75795,4,23,0100,10111,10010100000010011
42,75795,2,18,0010,10010,10010100000010011
19,75867,1,19,0001,10011,10010100001011011
128,75945,6,8,0110,01000,10010100010101001
136,75959,6,16,0110,10000,10010100010110111
90,75969,4,18,0100,10010,10010100011000001
65,76008,3,17,0011,10001,10010100011101000
137,76019,6,17,0110,10001,10010100011110011
39,76129,2,15,0010,01111,10010100101100001
98,76159,5,2,0101,00010,10010100101111111
125,76229,6,5,0110,00101,10010100111000101
56,76234,3,8,0011,01000,10010100111001010
105,76249,5,9,0101,01001,10010100111011001
94,76303,4,22,0100,10110,10010101000001111
35,76450,2,11,0010,01011,10010101010100010
5,76467,1,5,0001,00101,10010101010110011
91,76469,4,19,0100,10011,10010101010110101
24,76506,2,0,0010,00000,10010101011011010
15,76513,1,15,0001,01111,10010101011100001
110,76538,5,14,0101,01110,10010101011111010
125,76659,6,5,0110,00101,10010101101110011
25,76661,2,1,0010,00001,10010101101110101
92,76723,4,20,0100,10100,10010101110110011
72,76772,4,0,0100,00000,10010101111100100
15,76839,1,15,0001,01111,10010110000100111
123,76861,6,3,0110,00011,10010110000111101
64,76888,3,16,0011,10000,10010110001011000
29,76898,2,5,0010,00101,10010110001100010
137,76986,6,17,0110,10001,10010110010111010
5,77044,1,5,0001,00101,10010110011110100
39,77072,2,15,0010,01111,10010110100010000
80,77082,4,8,0100,01000,10010110100011010
45,77103,2,21,0010,10101,10010110100101111
12,77150,1,12,0001,01100,10010110101011110
23,77164,1,23,0001,10111,10010110101101100
66,77216,3,18,0011,10010,10010110110100000
57,77265,3,9,0011,01001,10010110111010001
31,77293,2,7,0010,00111,10010110111101101
41,77355,2,17,0010,10001,10010111000101011
113,77358,5,17,0101,10001,10010111000101110
38,77371,2,14,0010,01110,10010111000111011
75,77410,4,3,0100,00011,10010111001100010
125,77423,6,5,0110,00101,10010111001101111
17,77432,1,17,0001,10001,10010111001111000
8,77510,1,8,0001,01000,10010111011000110
34,77587,2,10,0010,01010,10010111100010011
74,77609,4,2,0100,00010,10010111100101001
77,77630,4,5,0100,00101,10010111100111110
57,77652,3,9,0011,01001,10010111101010100
25,77707,2,1,0010,00001,10010111110001011
32,77708,2,8,0010,01000,10010111110001100
9,77890,1,9,0001,01001,10011000001000010
96,77962,5,0,0101,00000,10011000010001010
64,77997,3,16,0011,10000,10011000010101101
108,78032,5,12,0101,01100,10011000011010000
44,78036,2,20,0010,10100,10011000011010100
84,78056,4,12,0100,01100,10011000011101000
47,78143,2,23,0010,10111,10011000100111111
88,78152,4,16,0100,10000,10011000101001000
124,78199,6,4,0110,00100,10011000101110111
117,78268,5,21,0101,10101,10011000110111100
116,78364,5,20,0101,10100,10011001000011100
108,78377,5,12,0101,01100,10011001000101001
13,78462,1,13,0001,01101,10011001001111110
22,78463,1,22,0001,10110,10011001001111111
130,78480,6,10,0110,01010,10011001010010000
93,78488,4,21,0100,10101,10011001010011000
32,78636,2,8,0010,01000,10011001100101100
22,78654,1,22,0001,10110,10011001100111110
11,78673,1,11,0001,01011,10011001101010001
103,78679,5,7,0101,00111,10011001101010111
7,78723,1,7,0001,00111,10011001110000011
116,78778,5,20,0101,10100,10011001110111010
95,78880,4,23,0100,10111,10011010000100000
13,78925,1,13,0001,01101,10011010001001101
49,78934,3,1,0011,00001,10011010001010110
58,78941,3,10,0011,01010,10011010001011101
109,79010,5,13,0101,01101,10011010010100010
142,79144,6,22,0110,10110,10011010100101000
12,79161,1,12,0001,01100,10011010100111001
131,79189,6,11,0110,01011,10011010101010101
74,79240,4,2,0100,00010,10011010110001000
41,79322,2,17,0010,10001,10011010111011010
55,79330,3,7,0011,00111,10011010111100010
46,79530,2,22,0010,10110,10011011010101010
48,79542,3,0,0011,00000,10011011010110110
97,79600,5,1,0101,00001,10011011011110000
59,79636,3,11,0011,01011,10011011100010100
140,79637,6,20,0110,10100,10011011100010101
79,79680,4,7,0100,00111,10011011101000000
30,79753,2,6,0010,00110,10011011110001001
85,79850,4,13,0100,01101,10011011111101010
123,79912,6,3,0110,00011,10011100000101000
109,79914,5,13,0101,01101,10011100000101010
14,80118,1,14,0001,01110,10011100011110110
20,80152,1,20,0001,10100,10011100100011000
34,80163,2,10,0010,01010,10011100100100011
102,80204,5,6,0101,00110,10011100101001100
45,80209,2,21,0010,10101,10011100101010001
42,80241,2,18,0010,10010,10011100101110001
122,80242,6,2,0110,00010,10011100101110010
117,80425,5,21,0101,10101,10011101000101001
21,80466,1,21,0001,10101,10011101001010010
140,80466,6,20,0110,10100,10011101001010010
140,80562,6,20,0110,10100,10011101010110010
131,80728,6,11,0110,01011,10011101101011000
56,80743,3,8,0011,01000,10011101101100111
71,80764,3,23,0011,10111,10011101101111100
8,80793,1,8,0001,01000,10011101110011001
29,80804,2,5,0010,00101,10011101110100100
116,80814,5,20,0101,10100,10011101110101110
4,80866,1,4,0001,00100,10011101111100010
107,80937,5,11,0101,01011,10011110000101001
84,80969,4,12,0100,01100,10011110001001001
109,80988,5,13,0101,01101,10011110001011100
40,81003,2,16,0010,10000,10011110001101011
138,81056,6,18,0110,10010,10011110010100000
42,81078,2,18,0010,10010,10011110010110110
132,81114,6,12,0110,01100,10011110011011010
59,81121,3,11,0011,01011,10011110011100001
115,81132,5,19,0101,10011,10011110011101100
132,81220,6,12,0110,01100,10011110101000100
75,81220,4,3,0100,00011,10011110101000100
114,81227,5,18,0101,10010,10011110101001011
32,81242,2,8,0010,01000,10011110101011010
54,81248,3,6,0011,00110,10011110101100000
22,81289,1,22,0001,10110,10011110110001001
138,81290,6,18,0110,10010,10011110110001010
47,81432,2,23,0010,10111,10011111000011000
105,81439,5,9,0101,01001,10011111000011111
116,81482,5,20,0101,10100,10011111001001010
49,81541,3,1,0011,00001,10011111010000101
2,81560,1,2,0001,00010,10011111010011000
50,81601,3,2,0011,00010,10011111011000001
99,81698,5,3,0101,00011,10011111100100010
